AppID,Name,Release date,Estimated owners,Peak CCU,Required age,Price,DiscountDLC count,Supported languages,Windows,Mac,Linux,Metacritic score,User score,Positive,Negative,Achievements,Recommendations,Average playtime forever,Developers,Publishers,Categories,Genres,Tags
Gold Hunter Playtest,"Apr 22, 2022",0 - 0,0,0,0.0,0,0,[],True,False,False,0,0,0,0,0,0,0,,,,,
BLÖCK,"Sep 20, 2022",0 - 20000,0,0,0.99,0,0,['English'],True,False,False,0,0,2,0,11,0,0,Chocobyte Studios,Chocobyte Studios,"Single-player,Steam Achievements,Family Sharing","Casual,Indie","Unforgiving,2D Platformer,Precision Platformer,Psychological Horror,Casual,Difficult,2D,Platformer,Pixel Graphics,Retro,Minimalist,Indie,Singleplayer,Character Customization,Linear"
Mind Space,"Nov 15, 2021",0 - 20000,0,0,2.99,0,0,['English'],True,False,False,0,0,2,0,0,0,0,SuperCooledGames,Palinoia Studios,"Single-player,Partial Controller Support,Family Sharing",Action,"Action,Shooter,3D,First-Person,Realistic,Aliens,Military,Old School,Sci-fi,Space,Action Roguelike,Rogue-like,FPS,Looter Shooter,Rogue-lite,Controller,Procedural Generation,Singleplayer,Early Access,Violent"
Where The Stars Brought Us,"Dec 14, 2022",0 - 20000,0,0,9.99,0,0,['English'],True,False,False,0,0,0,0,0,0,0,EbonSoft,EbonSoft,"Single-player,Family Sharing",Casual,
Project Temporality,"May 20, 2014",20000 - 50000,0,0,14.99,0,0,"['English', 'Spanish - Spain']",True,False,False,0,0,83,19,19,0,173,Defrost Games,Defrost Games,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Family Sharing","Action,Adventure,Indie","Indie,Adventure,Action,Puzzle,Time Manipulation,Singleplayer,Third Person,Sci-fi"
Anomaly Zero:Twelve,"Mar 8, 2025",0 - 20000,0,0,3.99,0,0,['English'],True,False,False,0,0,0,0,2,0,0,NostraDamon,Eyejam Games,"Single-player,Steam Achievements,Family Sharing","Casual,Indie",
Primal Dominion Playtest,"Jan 9, 2023",0 - 0,0,0,0.0,0,0,[],True,False,False,0,0,0,0,0,0,0,,,,,
Kid Pilot VR,"May 22, 2024",0 - 20000,0,0,3.99,80,0,"['English', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America']",True,False,False,0,0,24,6,34,0,0,Flamingo Simulation Systems,Flamingo Simulation Systems,"Single-player,Steam Achievements,Tracked Controller Support,VR Only,Family Sharing",Adventure,"Exploration,Immersive Sim,Third-Person Shooter,Flight,Action-Adventure,VR,Funny,Linear,Colorful,Stylized,Fantasy,Family Friendly,6DOF,Adventure,Combat,Singleplayer"
Halloween is Crazy as Hell,"May 11, 2022",0 - 20000,0,0,6.99,30,0,"['English', 'Portuguese - Brazil']",True,False,False,0,0,18,0,100,0,0,Ciro Fernandes (Cube Legal),Ciro Fernandes (Cube Legal),"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Remote Play Together,Family Sharing",Action,"Action,Rogue-like,Action Roguelike,Bullet Hell,Rogue-lite,2D,Pixel Graphics,Top-Down,Dark Fantasy,Supernatural,Dark,Procedural Generation,PvE,Co-op,Local Co-Op,Multiplayer,Local Multiplayer,Singleplayer"
BATTLE SHADOW ARENA,"Jun 4, 2025",0 - 20000,0,0,0.99,80,0,"['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Japanese', 'Simplified Chinese', 'Portuguese - Brazil']",True,False,False,0,0,0,0,21,0,0,Zni Games,Zni Games,"Single-player,Steam Achievements,Full controller support,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Steam Cloud,Family Sharing","Action,Indie",
Midnight Taco,"Mar 21, 2025",0 - 20000,0,0,1.99,0,0,"['English', 'Spanish - Spain']",True,False,False,0,0,22,4,0,0,0,FrameField,FrameField,"Single-player,Family Sharing",Indie,"Horror,Psychological Horror,Atmospheric,Psychological,First-Person,Indie"
Lava Rolling Kid,"Nov 11, 2017",0 - 20000,0,0,0.0,0,0,['English'],True,False,False,0,0,3,2,0,0,151,"ElVery333,Raquel Covelo Suarez,ATopeCode",Back To Basics Gaming,"Single-player,Full controller support,Family Sharing","Adventure,Casual,Indie","Adventure,Indie,Casual"
東方ファンタジー ～toho fantasy～,"Feb 7, 2025",0 - 20000,0,0,27.49,50,0,['Japanese'],True,False,False,0,0,1,1,0,0,0,neronsoft,neronsoft,"Single-player,Partial Controller Support,Family Sharing",RPG,"RPG,Party-Based RPG,2D,Fantasy,Turn-Based Tactics,Female Protagonist,Singleplayer"
Santhai,"Jan 13, 2022",0 - 20000,1,0,12.99,0,0,"['English', 'Thai']",True,False,False,0,0,114,14,28,132,0,"Hardworker Studio,Rachan Neamprasert",Rachan Neamprasert,"Single-player,Family Sharing","Action,Adventure,Indie,RPG,Simulation","Adventure,RPG,Action,Farming Sim,Walking Simulator,Life Sim,2D Fighter,Spectacle fighter,Dungeon Crawler,Mystery Dungeon,2D Platformer,2D,Cartoon,Cute,Colorful,Agriculture,Family Friendly,Survival,PvE,Simulation"
Voidspace,"Jul 10, 2020",0 - 20000,0,0,12.99,0,0,['English'],True,True,True,0,0,11,15,0,0,0,Universe Projects Inc.,Universe Projects Inc.,"Multi-player,MMO,PvP,Online PvP,Cross-Platform Multiplayer,In-App Purchases,Family Sharing","Casual,Indie,Massively Multiplayer,RPG,Simulation,Early Access","Massively Multiplayer,Indie,RPG,Casual,Simulation,Early Access"
Blackwell Epiphany,"Apr 24, 2014",50000 - 100000,3,0,2.99,70,1,['English'],True,True,True,0,0,913,21,18,798,242,Wadjet Eye Games,Wadjet Eye Games,"Single-player,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud,Commentary available,Remote Play on Phone,Remote Play on Tablet,Family Sharing","Adventure,Indie","Adventure,Point & Click,Indie,Female Protagonist,Supernatural,Mystery,Story Rich,Pixel Graphics,Noir,Singleplayer,2D,Detective"
Sonic Adventure 2,"Nov 19, 2012",1000000 - 2000000,234,0,4.99,50,1,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Japanese']",True,False,False,0,0,22711,2761,15,22222,833,SEGA,SEGA,"Single-player,Multi-player,Partial Controller Support,Remote Play Together,Family Sharing",Action,"Action,Great Soundtrack,3D Platformer,Platformer,Fast-Paced,Adventure,Classic,Singleplayer,Replay Value,Third Person,Local Multiplayer,Retro,Story Rich,Family Friendly,Multiplayer,3D,Split Screen,Racing,Sci-fi,Comedy"
Strategy & Tactics: Wargame Collection,"Apr 22, 2016",50000 - 100000,4,0,0.99,0,2,"['English', 'French', 'German', 'Spanish - Spain', 'Russian']",True,True,False,0,0,183,83,15,219,1168,HeroLabs,HeroLabs,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Remote Play Together,Family Sharing",Strategy,"Strategy,War,Tactical,Historical,World War II,Grand Strategy,Alternate History,Turn-Based Strategy,Replay Value,Indie,Turn-Based,Wargame"
Scales and Tails,"Oct 7, 2024",0 - 20000,0,0,1.24,0,1,['English'],True,False,False,0,0,3,0,10,0,0,Burning Fur Productions,Burning Fur Productions,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Remote Play Together,Family Sharing","Action,Casual,Indie,RPG","Arcade,Fantasy,Combat,Top-Down Shooter,Singleplayer,Local Multiplayer,Character Customization,Hand-drawn,Funny,Controller,Dragons,Casual,Flight,Cartoon,Procedural Generation,4 Player Local,Local Co-Op,Action,Multiplayer,2D"
Caroline's Fantasies,"Feb 24, 2023",0 - 20000,1,0,9.09,30,0,['English'],True,False,False,0,0,0,0,0,0,0,HFTGames,HFTGames,"Single-player,Family Sharing","Casual,Simulation",
Fearmonium,"May 20, 2021",0 - 20000,0,0,2.72,79,1,"['English', 'Russian', 'German', 'Portuguese - Brazil', 'French', 'Spanish - Spain', 'Japanese']",True,True,False,0,0,409,68,23,468,28,Redblack Spade,Redblack Spade,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","Action,Adventure,Indie,RPG","Metroidvania,Action-Adventure,Female Protagonist,Character Action Game,2D,Adventure,Controller,Story Rich,Action,Atmospheric,Drama,Singleplayer,Fantasy,Action RPG,Psychological,Open World,Indie,Great Soundtrack,Retro,Cute"
Fossilfuel VR: Raptor Isolation,"Oct 28, 2021",0 - 20000,0,0,0.99,90,0,['English'],True,False,False,0,0,6,5,9,0,0,DangerousBob Studio LLC,DangerousBob Studio LLC,"Single-player,Steam Achievements,Tracked Controller Support,VR Only,Family Sharing","Action,Adventure,Indie","Action,Adventure,Indie,Action-Adventure,Dungeon Crawler,Dinosaurs,Multiple Endings,Story Rich,Singleplayer,VR,Horror,Underground"
Tattoo Removal Simulator Playtest,"Nov 5, 2025",0 - 0,0,0,0.0,0,0,[],True,False,False,0,0,0,0,0,0,0,,,,,
Life of Fly 2,"Jun 10, 2021",0 - 20000,0,0,4.99,50,0,['English'],True,False,False,0,0,23,2,13,0,0,EpiXR Games UG,EpiXR Games UG,"Single-player,Steam Achievements,Full controller support,Family Sharing","Casual,Indie,Simulation","Philosophical,Narrative,Simulation,Casual,Story Rich,Walking Simulator,Exploration,Flight,Third Person,Atmospheric,Indie,Life Sim,Singleplayer,Short,Linear"
化者天狱 Revenant in the Paradise,"Feb 4, 2019",0 - 20000,0,0,0.49,51,0,"['Simplified Chinese', 'English']",True,False,False,0,0,9,1,0,0,0,OPAL Studio,冷笑黑妖,"Single-player,Family Sharing","Adventure,Casual,Indie,RPG,Strategy","Adventure,Indie,RPG,Casual,Strategy,RPGMaker"
Chair F*cking Simulator,"Jul 7, 2020",0 - 20000,1,0,1.19,40,0,['English'],True,False,False,0,0,895,61,31,715,2308,SoSorrySoft,SoSorrySoft,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Casual,Indie,Simulation","Psychological Horror,Dating Sim,Creature Collector,Horror,LGBTQ+,Clicker,Romance,Memes,Comic Book,Third Person,Funny,Surreal,Dark Humor,Dark Comedy,Post-apocalyptic,Simulation,Story Rich,Singleplayer,Rhythm,Parody"
Alchemia: Creatio Ex Nihilo,"Jul 31, 2025",0 - 20000,0,0,13.99,0,1,"['English', 'Portuguese - Brazil']",True,True,True,0,0,21,2,27,0,0,Space Paca Games,Marvellous Soft,"Single-player,Steam Achievements,Steam Cloud,Remote Play Together,Family Sharing","Adventure,Indie,Strategy","Crafting,Strategy,Rogue-lite,Turn-Based Strategy,Rogue-like,2D,Choices Matter,Deckbuilding,Nonlinear,Procedural Generation,Turn-Based Combat,Hand-drawn,Fantasy,Magic,Adventure,Tactical,Singleplayer,Roguelike Deckbuilder,Early Access,Indie"
Medieval simulators: Baker,"Apr 28, 2023",0 - 20000,0,0,4.19,0,0,"['English', 'Italian', 'Spanish - Spain', 'Bulgarian', 'Dutch', 'Portuguese - Portugal', 'Russian', 'Swedish']",True,False,False,0,0,4,3,100,0,0,DeilRoXEntertainment,DeilRoXEntertainment,"Single-player,Steam Achievements,Family Sharing","Indie,RPG,Simulation","Simulation,Medieval,Farming Sim,RPG,Atmospheric,Relaxing,Historical,Agriculture,Nature,Realistic,First-Person,Colorful,Resource Management,Idler,CRPG,3D,Singleplayer,Life Sim,Cooking,Open World"
The House in Fata Morgana,"May 13, 2016",100000 - 200000,36,0,16.24,35,3,"['English', 'Japanese', 'Russian', 'Simplified Chinese', 'French', 'Italian', 'Korean']",True,False,False,0,0,4836,267,16,5193,1075,NOVECT,MangaGamer,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Family Sharing",Adventure,"Visual Novel,Story Rich,Gothic,Mystery,Romance,Psychological Horror,Atmospheric,Horror,Dark,Anime,Philosophical,Adventure,LGBTQ+,Singleplayer,Indie,Great Soundtrack,Multiple Endings,2D,Choices Matter,Choose Your Own Adventure"
The Spike Cross - Playtest,"Sep 17, 2025",0 - 0,0,0,0.0,0,0,[],True,False,False,0,0,0,0,0,0,0,,,,,
Tower Of Penguinaria,"Jan 2, 2025",0 - 0,0,0,0.0,0,1,['English'],True,False,False,0,0,0,0,0,0,0,RpgPenguin,RpgPenguin,Single-player,"Adventure,Indie,RPG,Free To Play,Early Access",
Xenomarine,"Apr 23, 2019",0 - 20000,0,0,1.49,0,0,['English'],True,True,True,0,0,51,7,55,0,0,Fourfold Games,Fourfold Games,"Single-player,Steam Achievements,Steam Leaderboards,Family Sharing","Adventure,Indie,RPG,Strategy","Traditional Roguelike,Rogue-like,Procedural Generation,Perma Death,Indie,Grid-Based Movement,Strategy,Adventure,RPG,Turn-Based,Sci-fi"
I Hate Robots,"Jun 26, 2025",0 - 20000,0,0,0.99,75,0,"['English', 'Russian', 'Simplified Chinese', 'Japanese', 'French', 'German', 'Spanish - Spain', 'Ukrainian']",True,False,False,0,0,0,0,28,0,0,MindReforge,MindReforge,"Single-player,Steam Achievements,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Family Sharing","Action,Indie",
Our Freedom Playtest,"Jan 24, 2025",0 - 0,0,0,0.0,0,0,[],True,False,False,0,0,0,0,0,0,0,,,,,
Cosplay Crisis - Succubus Invasion,"Aug 1, 2024",0 - 20000,0,0,3.59,0,0,['English'],True,False,False,0,0,0,0,19,0,0,Azurezero,Azurezero,"Single-player,Steam Achievements,Full controller support,Family Sharing","Action,Casual",
Get Colossal Playtest,"Nov 3, 2025",0 - 0,0,0,0.0,0,0,[],True,False,False,0,0,0,0,0,0,0,,,,,
costrutto,"Sep 18, 2022",0 - 20000,0,0,1.99,0,0,['English'],True,True,False,0,0,2,1,0,0,0,"Volfson Studios,Cyberzonegames",Volfson Inc.,"Single-player,Family Sharing","Casual,Indie","Casual,City Builder,3D,Top-Down,Atmospheric,Rome,Singleplayer,Indie"
Pulse Shift,"Aug 29, 2016",0 - 20000,0,0,8.99,0,0,['English'],True,False,False,0,0,7,6,21,0,412,3 Core Studio,3 Core Studio,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing",Indie,"Indie,Puzzle,First-Person"
The Underground Man,"Sep 1, 2016",200000 - 500000,0,0,0.79,0,1,"['English', 'Russian']",True,True,False,0,0,1110,282,28,1309,196,Mehsoft,Mehsoft,"Single-player,Steam Achievements,Steam Trading Cards,Family Sharing","Adventure,Indie","Story Rich,Indie,Memes,Post-apocalyptic,Adventure,Atmospheric,RPG,Great Soundtrack,Classic,Singleplayer,Survival,2D,Pixel Graphics,Psychological Horror,Retro,Difficult,Action,Open World,Illuminati,Choices Matter"
Dragon's Ruler,"Oct 19, 2023",0 - 20000,0,0,3.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese']",True,False,False,0,0,4,2,0,0,0,COPIKAL,COPIKAL,"Single-player,Family Sharing","Indie,Strategy","Strategy,Turn-Based Strategy,Turn-Based Tactics,Wargame,Political Sim,PvE,Fantasy,2D,Top-Down,War,Indie,Choices Matter,Dragons,Multiple Endings,Singleplayer"
Alicemare,"Nov 21, 2016",50000 - 100000,0,0,1.19,60,0,"['English', 'Japanese', 'Italian']",True,False,False,0,0,993,129,13,1081,239,△○□× (Miwashiba),PLAYISM,"Single-player,Steam Achievements,Steam Trading Cards,Family Sharing","Adventure,Indie","Indie,Pixel Graphics,Adventure,RPGMaker,Anime,Horror,Psychological Horror,Puzzle,Multiple Endings,Story Rich,Singleplayer,2D,Great Soundtrack,RPG,Cute,Short,Fantasy,Atmospheric,Dark Fantasy,Casual"
A Million Murder Mysteries,"Feb 1, 2024",0 - 20000,0,0,1.59,20,0,['English'],True,False,False,0,0,0,0,0,0,0,Wholetone Games,Wholetone Games,"Single-player,Family Sharing",Simulation,
Paddle Flap,"Jul 10, 2023",0 - 20000,0,0,0.0,0,0,['English'],True,False,False,0,0,7,0,37,0,0,"Bastis,Bei",Raggmunk,"Single-player,Steam Achievements,Stats","Action,Casual,Indie,Sports,Free To Play","Casual,Arcade,Action,Score Attack,Pinball,Indie,Minimalist,Fast-Paced,Abstract,Stylized,Sports,Baseball,Hockey,2D,Sniper,Physics,Singleplayer,Family Friendly,Electronic Music,Collectathon"
Was It Worth It?,"Jun 23, 2021",50000 - 100000,0,0,1.49,70,0,['English'],True,False,False,0,0,37,3,14,0,0,Just Sauce Studio,Just Sauce Studio,"Single-player,Steam Achievements,Family Sharing","Adventure,Casual,Indie","Walking Simulator,Multiple Endings,Choices Matter,Exploration,Singleplayer,Adventure,First-Person,3D,Casual,Surreal,Colorful,Atmospheric,Comedy,Futuristic,Mystery,Nature,Post-apocalyptic,Relaxing,Robots,Sci-fi"
Stack World,"Sep 19, 2023",20000 - 50000,0,0,3.99,0,0,"['English', 'Dutch']",True,True,True,0,0,9,0,7,0,0,dev4all,dev4all,"Single-player,Steam Achievements,Steam Leaderboards,Includes level editor,Family Sharing","Casual,Indie","Physics,Level Editor,Score Attack,Logic,Casual,Indie,Puzzle,Singleplayer,2D"
World of Soccer RELOADED,"Oct 28, 2020",20000 - 50000,0,0,0.0,0,0,['English'],True,False,False,0,0,82,41,14,0,0,"JoneH,Dominik,Bonança,domi383",Wos Dev Team,"Multi-player,PvP,Online PvP,Co-op,Online Co-op,In-App Purchases","Free To Play,Indie,Massively Multiplayer,Sports","Sports,Massively Multiplayer,Competitive,Free to Play,Football (Soccer),Team-Based,Cartoony,Multiplayer,Online Co-Op,Indie,Arcade,Fast-Paced,Strategy,Top-Down,PvP,Co-op"
Blade Ballet,"Aug 9, 2016",0 - 20000,0,0,14.99,0,1,['English'],True,False,False,0,0,58,12,18,0,137,DreamSail Games,DreamSail Games,"Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Remote Play on TV,Remote Play Together,Family Sharing","Action,Casual,Indie","Indie,Action,Casual,4 Player Local,Local Multiplayer,Multiplayer,Fighting"
Saphyro,"Mar 19, 2021",0 - 20000,0,0,0.55,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Polish', 'Portuguese - Portugal', 'Russian', 'Turkish', 'Japanese']",True,False,False,0,0,8,4,5,0,0,A Korh,AlKorh,"Single-player,Steam Achievements,Family Sharing","Action,Casual,Indie","Casual,Arcade,3D Vision,Top-Down,Minimalist,Singleplayer,Action,Indie"
BOX IT,"Jun 4, 2018",0 - 20000,0,0,2.49,50,4,['English'],True,False,False,0,0,0,4,4,0,0,Phoenix Coalition,Phoenix Coalition,"Single-player,Steam Achievements,Steam Workshop,Partial Controller Support,Steam Cloud,Family Sharing","Casual,Indie","Indie,Casual,Puzzle,Singleplayer,Atmospheric"
Ecclesiastes Mistress Of Souls,"Dec 4, 2025",0 - 20000,0,0,9.99,0,0,['English'],True,False,False,0,0,0,0,0,0,0,Leon C.L.Dawes,Leon C.L.Dawes,"Single-player,Color Alternatives,Narrated Game Menus,Playable without Timed Input,Stereo Sound,Surround Sound,HDR available,Family Sharing","Action,Adventure,RPG",
Android Lode-Runner,"Aug 5, 2021",0 - 20000,0,0,4.99,0,0,['English'],True,False,False,0,0,2,2,0,0,0,jmApp,jmApp,"Single-player,Family Sharing","Action,Casual","Action,Arcade,2D Platformer,2D,Cute,1980s,Family Friendly,Funny,Futuristic,Nature,Old School,Relaxing,Retro,Tactical,Score Attack,Singleplayer,Runner,Casual"
Cave Crawler,"Apr 18, 2023",50000 - 100000,0,0,1.49,25,0,['English'],True,False,True,0,0,464,82,0,533,31,Technomancy Studios,Technomancy Studios,"Single-player,Full controller support,Family Sharing",Indie,"Horror,Walking Simulator,First-Person,3D,Psychological Horror,Linear,Realistic,Sci-fi,Thriller,Atmospheric,Indie,Adventure,Retro,1990's,Dark,Singleplayer"
Randomlands,"Sep 9, 2020",100000 - 200000,0,0,0.99,0,0,"['English', 'Turkish']",True,False,False,0,0,8,4,0,0,0,Atahan Öztürk,Atahan Öztürk,"Single-player,Family Sharing","Action,Indie","Action,Shooter,FPS,Looter Shooter,Rogue-lite,3D,First-Person,Destruction,Aliens,Capitalism,Comedy,Conspiracy,Physics,Military,Transhumanism,Sci-fi,Combat,Perma Death,Singleplayer,Artificial Intelligence"
"Chess, Texas","Jul 31, 2025",0 - 0,0,0,3.99,0,0,['English'],True,True,False,0,0,0,0,13,0,0,Studio Apollo,Studio Apollo,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Family Sharing",Strategy,
Talented Exorcist won't submit to Tentacle Demon,"Nov 27, 2024",0 - 20000,0,0,15.99,20,0,"['Japanese', 'English', 'Simplified Chinese', 'Traditional Chinese']",True,False,False,0,0,0,0,14,0,100,けーわいけーわい,"072 Project,072 News","Single-player,Steam Achievements,Steam Cloud,Family Sharing","Action,Adventure,Indie,RPG",
さらば劇薬 -encore-,"Nov 21, 2022",0 - 0,0,0,0.0,0,0,['Japanese'],True,False,False,0,0,0,0,0,0,0,ひとりサークル「匙投げ部」,Waku Waku Games,Single-player,"Adventure,Free To Play,Indie",
Tribal Hunter,"Aug 21, 2022",20000 - 50000,8,0,10.49,0,1,"['English', 'Korean', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Czech']",True,False,False,0,0,1457,49,56,1322,49,Melonsoda Soft,Melonsoda Soft,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Family Sharing","Action,Casual,Indie","Action,2D Platformer,Action-Adventure,Platformer,Casual,Indie,Beat 'em up,Cute,Side Scroller,Cartoon,Anime,Pixel Graphics,Colorful,Singleplayer,Fantasy,Funny,Foreign,Retro,Nature,Hack and Slash"
Rayadium,"Aug 22, 2024",0 - 0,0,0,0.0,0,0,['English'],True,False,False,0,0,0,0,15,0,0,nobenx,nobenx,"Single-player,Steam Achievements,Partial Controller Support","Adventure,Casual,Indie,Free To Play",
RhythmSlinger,"Jul 26, 2021",0 - 20000,0,0,8.99,0,0,['English'],True,False,False,0,0,2,1,0,0,0,Jacob's Juicy Games Co.,Jacob's Juicy Games Co.,"Single-player,Tracked Controller Support,VR Only,Family Sharing",Action,"VR,Action,Rhythm,Music-Based Procedural Generation,Shooter,Arcade,Colorful,Fantasy,Magic,Space,Score Attack,Singleplayer"
Hammer & Anvil VR,"Feb 13, 2019",0 - 20000,0,0,4.99,0,0,['English'],True,False,False,0,0,36,23,0,0,0,Thibaut Blanca,Thibaut Blanca,"Single-player,Tracked Controller Support,VR Only,Family Sharing","Casual,Indie,RPG,Simulation","Indie,RPG,Casual,Simulation,VR"
Find My Love,"Apr 11, 2025",0 - 20000,0,0,0.99,0,0,"['English', 'Portuguese - Brazil']",True,False,False,0,0,1,0,24,0,0,Araujo Castle,Araujo Castle,"Single-player,Steam Achievements,Family Sharing",Casual,"Anime,Cute,Colorful,Relaxing,Romance,Casual,Atmospheric,Emotional,2D,Family Friendly,Faith,Retro,1980s,1990's,Card Game,Tabletop,Fantasy,Strategy,Indie,Puzzle"
Amulet Zero 零物语 - Optimize,"Aug 14, 2018",50000 - 100000,0,0,0.59,40,0,['Simplified Chinese'],True,False,False,0,0,43,8,21,0,0,ShiinaYashiro,ShiinaYashiro,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Indie,RPG","RPG,Indie,RPGMaker,Puzzle,Pixel Graphics,Anime,JRPG,2D Platformer,Puzzle-Platformer,Exploration,2D,Drama,Fantasy,Mystery,Emotional,Text-Based,Female Protagonist,Singleplayer,Retro,Choices Matter"
My Dorm - Season 1,"Oct 26, 2025",0 - 20000,0,0,9.59,20,0,"['English', 'Spanish - Spain', 'French', 'Italian', 'German', 'Simplified Chinese', 'Portuguese - Brazil', 'Russian', 'Turkish']",True,True,True,0,0,0,0,61,0,857,Tropecita Games,Tropecita Games,"Single-player,Steam Achievements,Family Sharing","Casual,Indie",
Fallen Young Wife~Netorare H without telling her husband~,"May 3, 2024",0 - 20000,2,0,8.99,25,0,"['Japanese', 'English', 'Simplified Chinese', 'Traditional Chinese']",True,False,False,0,0,0,0,7,133,12,瀧壺チャンネル,"072 Project,072 News","Single-player,Steam Achievements,Steam Cloud,Family Sharing","Casual,Indie,RPG,Simulation",
Rage Against the Machine Learning Playtest,"Jul 3, 2024",0 - 0,0,0,0.0,0,0,[],True,False,False,0,0,0,0,0,0,0,,,,,
Sleepless,"Oct 18, 2025",0 - 20000,0,0,4.19,30,0,"['English', 'French', 'German', 'Spanish - Spain', 'Danish', 'Russian']",True,False,False,0,0,0,0,6,0,0,"CaRuFy,Nagodo",Mental Studios,"Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Family Sharing","Action,Adventure,Indie",
EA SPORTS FC™ 25,"Sep 26, 2024",0 - 20000,0,0,69.99,0,1,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Danish', 'Dutch', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Traditional Chinese', 'Turkish']",True,False,False,0,0,0,0,39,93065,0,"EA Canada,EA Romania",Electronic Arts,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases,Adjustable Difficulty,Keyboard Only Option,Stereo Sound,Remote Play Together,HDR available","Simulation,Sports",
Mahjong Riichi Multiplayer,"May 17, 2018",20000 - 50000,0,0,0.0,0,0,['English'],True,True,False,0,0,27,4,19,0,0,Schickmair Games,Schickmair Games,"Single-player,Multi-player,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Family Sharing","Casual,Strategy","Strategy,Casual,Mahjong"
ICONIC,"Jan 8, 2023",0 - 20000,0,0,0.0,0,0,['English'],True,False,False,0,0,13,0,1,0,0,Alex C. Grey,Alex C. Grey,Single-player,"Action,Adventure,Casual,Indie","Minimalist,Casual,2D,Puzzle,Arcade,Modern,Relaxing,Experimental,Top-Down,Sokoban,Indie,Surreal,Singleplayer,Adventure,Action,Early Access"
Metawork - Antique Shop Simulator,"Aug 16, 2025",0 - 0,0,0,6.62,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Portugal', 'Russian', 'Turkish', 'Czech', 'Simplified Chinese', 'Japanese']",True,False,False,0,0,0,0,0,0,0,Flugames,Flugames,"Single-player,Adjustable Difficulty,Playable without Timed Input,Save Anytime,Family Sharing","Indie,Simulation,Strategy,Early Access",
Fairies Praying To Heaven 2 ~ Great Devil's Return Match ~,"Oct 31, 2024",0 - 20000,0,0,14.39,20,0,"['Japanese', 'English']",True,False,False,0,0,1,0,24,0,0,Aqumari,Aqumari,"Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing","Indie,RPG,Early Access","RPG,Hack and Slash,Party-Based RPG,JRPG,Female Protagonist,2D,Top-Down,Cute,Story Rich,Early Access,Anime,Indie,Colorful,Fantasy,Magic,Singleplayer"
Death Horizon: Cyberfusion,"Feb 27, 2025",0 - 20000,0,0,7.49,50,0,['English'],True,False,False,0,0,46,20,36,0,0,Horizon Lab,Horizon Lab,"Single-player,Steam Achievements,Tracked Controller Support,VR Only,Steam Leaderboards,Family Sharing","Action,Adventure,Indie","Physics,Rogue-like,Shooter,Atmospheric,Procedural Generation,Horror,FPS,Futuristic,Action Roguelike,First-Person,Adventure,Realistic,Action,Zombies,VR,Survival,Artificial Intelligence,3D,Military,6DOF"
