AppID,Name,Release date,Estimated owners,Peak CCU,Required age,Price,DiscountDLC count,Supported languages,Windows,Mac,Linux,Metacritic score,User score,Positive,Negative,Achievements,Recommendations,Average playtime forever,Developers,Publishers,Categories,Genres,Tags
The Fall of Lazarus,"Oct 4, 2017",50000 - 100000,0,0,0.0,0,0,"['English', 'Spanish - Spain']",True,False,False,0,0,72,42,9,0,0,No Wand Studios,No Wand Studios,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud","Adventure,Indie","Adventure,Sci-fi,Indie,Space,Exploration,Mystery,Female Protagonist,Story Rich,First-Person,Singleplayer,Walking Simulator,Puzzle,Atmospheric,Artificial Intelligence,Psychological,Robots"
Climber Girl,"Jun 18, 2025",0 - 0,0,0,1.59,0,0,"['English', 'French', 'German', 'Russian']",True,False,False,0,0,0,0,0,0,0,AlterLab Development,Strategy First,"Single-player,Family Sharing","Action,Adventure",
10mg: Locked In,"Oct 15, 2020",200000 - 500000,0,0,2.99,0,0,['English'],True,True,False,0,0,7,4,0,0,0,"de Fault,Chard,Richard Campbell","Far Few Giants,10mg","Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Remote Play Together,Family Sharing","Adventure,Casual,Indie","Visual Novel,Choose Your Own Adventure,Dating Sim,Interactive Fiction,Story Rich,Choices Matter,Multiple Endings,Split Screen,Casual,Local Multiplayer,Indie,Adventure,Co-op,Point & Click,Life Sim,Political Sim"
Coloring Game 10K,"Aug 22, 2025",0 - 0,0,0,5.24,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Vietnamese', 'Greek', 'Danish', 'Indonesian', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese', 'Azerbaijani', 'Albanian', 'Amharic', 'Armenian', 'Assamese', 'Afrikaans', 'Basque', 'Belarusian', 'Bangla', 'Bosnian', 'Valencian', 'Welsh', 'Wolof', 'Galician', 'Georgian', 'Gujarati', 'Dari', 'Zulu', 'Hebrew', 'Igbo', 'Irish', 'Icelandic', 'Yoruba', 'Kazakh', 'Kannada', 'Catalan', 'Quechua', 'Kinyarwanda', K'iche', 'Konkani', 'Xhosa', 'Khmer', 'Kyrgyz', 'Latvian', 'Lithuanian', 'Luxembourgish', 'Macedonian', 'Malay', 'Malayalam', 'Maltese', 'Maori', 'Marathi', 'Mongolian', 'Nepali', 'Odia', 'Punjabi (Gurmukhi)', 'Punjabi (Shahmukhi)', 'Persian', 'Serbian', 'Sotho', 'Sinhala', 'Sindhi', 'Slovak', 'Slovenian', 'Sorani', 'Swahili', 'Tajik', 'Tamil', 'Tatar', 'Telugu', 'Tigrinya', 'Tswana', 'Turkmen', 'Uzbek', 'Uyghur', 'Urdu', 'Filipino', 'Hausa', 'Hindi', 'Croatian', 'Cherokee', 'Scots', 'Estonian']",True,False,False,0,0,0,0,90,0,0,L. Stotch,L. Stotch,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Casual,Indie",
Unstable Cylinder,"Jul 29, 2024",0 - 20000,0,0,0.99,50,0,"['English', 'Korean', 'Japanese']",True,False,False,0,0,2,0,6,0,0,GRVVV,GRVVV,"Single-player,Full controller support,Family Sharing","Action,Adventure,Indie","Action,Adventure,Action RPG,Action-Adventure,Platformer,2D Platformer,Choose Your Own Adventure,Precision Platformer,Exploration,2D,Pixel Graphics,Lore-Rich,Dark Fantasy,Psychological Horror,Fantasy,Conversation,Physics,Multiple Endings,Female Protagonist,Open World"
Puzzle: Underwater World,"Aug 2, 2017",20000 - 50000,0,0,0.55,72,0,['English'],True,False,False,0,0,4,5,0,0,160,Boogygames Studios,Boogygames Studios,"Single-player,Family Sharing","Adventure,Casual,Indie,Sports,Strategy","Singleplayer,Puzzle,Casual,Indie,Strategy,Adventure,Sports,Mouse only,Board Game,Education,Point & Click,Clicker,2D,Difficult,Fast-Paced,Gaming,Short,Tabletop,Match 3,Minimalist"
Retropolis 2: Never Say Goodbye,"Jan 18, 2024",200000 - 500000,0,0,7.49,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Hebrew', 'Simplified Chinese']",True,False,False,0,0,35,0,36,0,0,Peanut Button,Peanut Button,"Single-player,Steam Achievements,Tracked Controller Support,VR Only,Family Sharing",Adventure,"Adventure,VR,First-Person,Puzzle,Stylized,Detective,Point & Click,Noir,Sci-fi,Escape Room,Story Rich,Cinematic,Robots,Hand-drawn,Funny,Interactive Fiction,Dynamic Narration,Narration,Atmospheric,Singleplayer"
What Never Was,"Jan 11, 2019",200000 - 500000,4,0,0.0,0,0,['English'],True,True,True,0,0,4714,261,6,0,0,Acke Hallgren,Acke Hallgren,"Single-player,Steam Achievements,Partial Controller Support","Adventure,Casual,Free To Play,Indie","Free to Play,Adventure,Puzzle,Indie,Story Rich,Singleplayer,First-Person,Casual,Mystery,Exploration,Female Protagonist,Point & Click,Atmospheric,Short,Relaxing,Walking Simulator,Investigation,Fantasy,Family Friendly,Magic"
Soup: the Game,"Mar 18, 2016",0 - 20000,0,0,1.99,0,0,['English'],True,True,True,0,0,30,24,1,0,183,Dewdrop Games,Dewdrop Games,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Remote Play Together,Family Sharing","Action,Indie,Simulation,Strategy,Early Access","Strategy,Action,Indie,Early Access,Simulation"
The Bureau: XCOM Declassified,"Aug 19, 2013",2000000 - 5000000,15,17,3.99,80,3,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian']",True,True,False,66,0,8277,3509,41,4778,336,2K Marin,2K,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV,Family Sharing",Action,"Action,Tactical,Sci-fi,Third-Person Shooter,Singleplayer,Third Person,Aliens,Strategy,Shooter,RPG,Atmospheric,Adventure,Cold War,Story Rich,Multiplayer,Open World,Noir,Stealth,Retro,Turn-Based"
Kawaii Girls Panic,"Jul 25, 2025",0 - 20000,0,0,7.49,50,0,['English'],True,False,False,0,0,0,0,0,0,0,17Studio,17Studio,"Single-player,Full controller support,Custom Volume Controls,Family Sharing","Action,Casual,Indie",
The Market of Light,"Sep 28, 2021",0 - 0,0,0,0.0,0,0,['English'],True,False,False,0,0,0,0,0,0,0,historia Inc.,historia Inc.,"Single-player,Full controller support","Action,Free To Play",
Heavy Fire: Afghanistan,"Aug 15, 2014",100000 - 200000,0,0,1.74,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",True,False,False,0,0,218,167,27,189,240,Teyon,Mastiff,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards,Remote Play Together,Family Sharing",Action,"Action,On-Rails Shooter,First-Person,Shooter,Military,FPS,War,Arcade"
Bully Ball Soccer Playtest,"Apr 8, 2024",0 - 0,0,0,0.0,0,0,[],True,False,False,0,0,0,0,0,0,0,,,,,
Deadly Night,"Sep 1, 2022",20000 - 50000,2,0,6.99,30,1,"['English', 'Spanish - Spain']",True,False,False,0,0,208,56,18,242,82,Cubyte Games,Torture Star Video,"Single-player,Steam Achievements,Full controller support,Family Sharing",Action,"Horror,First-Person,Atmospheric,Gore,Psychological Horror,Survival,Singleplayer,Adventure,Survival Horror,Stealth,1980s,Action,Dark,Nudity,Indie,Puzzle,Exploration,Multiple Endings,3D,Artificial Intelligence"
Starlite: Astronaut Rescue - Developed in Collaboration with NASA,"Jan 27, 2014",0 - 20000,0,0,2.99,0,0,['English'],True,True,False,0,0,71,122,1,177,46,Project Whitecard Studios Inc.,Project Whitecard Studios Inc.,"Single-player,Family Sharing","Adventure,RPG,Simulation","Adventure,RPG,Simulation,Space,Short"
Monsters of Kanji 2,"Mar 24, 2020",0 - 20000,0,0,4.99,0,0,['English'],True,False,False,0,0,0,0,0,0,0,sleepy-racoon,sleepy-racoon,"Single-player,Partial Controller Support,Family Sharing","RPG,Early Access",
Thingamajig,"May 5, 2021",0 - 20000,0,0,0.0,0,0,['English'],True,False,False,0,0,5,0,0,0,0,Spatiality LLC,Spatiality LLC,"Single-player,Multi-player,Co-op,Online Co-op,Tracked Controller Support,VR Only,Partial Controller Support,Includes level editor","Casual,Free To Play,Indie,Simulation,Early Access","Free to Play,Indie,Casual,Simulation,Early Access,VR"
Guilt Free,"Oct 2, 2020",50000 - 100000,0,0,0.0,0,0,"['English', 'Polish', 'Spanish - Latin America', 'Russian']",True,True,False,0,0,228,38,10,0,0,Lateral Games,Lateral Games,"Single-player,Steam Achievements","Casual,Free To Play,Indie","Story Rich,Choices Matter,Visual Novel,Narration,Interactive Fiction,Text-Based,Drama,Emotional,Choose Your Own Adventure,Multiple Endings,Casual,Point & Click,Conversation,Experimental,Minimalist,Dating Sim,Romance,Atmospheric,Free to Play,Comic Book"
Super Mega Awesome Typing,"Oct 18, 2023",0 - 20000,0,0,3.99,0,0,['English'],True,False,False,0,0,0,0,10,0,0,NS Game Studio,NS Game Studio,"Single-player,Steam Achievements,Steam Leaderboards,Family Sharing",Casual,
Gracia,"May 21, 2024",0 - 0,0,0,0.0,0,0,['English'],True,False,False,0,0,0,0,0,0,0,Gracia,Gracia,"Tracked Controller Support,VR Only","Free To Play,Utilities",
着色 Project_Shading 技术演示demo,"Sep 26, 2025",0 - 0,0,0,2.39,0,0,['Simplified Chinese'],True,False,False,0,0,0,0,0,0,0,虚幻将会主宰世界,JingXian_Studio,"Single-player,Family Sharing","Action,Adventure,Casual,Indie,RPG,Simulation,Strategy",
Blade Bros ACTION!,"May 20, 2022",0 - 20000,0,0,0.99,0,0,['English'],True,False,False,0,0,3,1,0,0,0,Luftmensch,Luftmensch,"Single-player,Family Sharing","Action,Adventure,Indie","Adventure,Hack and Slash,Combat,Pixel Graphics,Action,Female Protagonist,Action-Adventure,Platformer,2D Platformer,2D,Retro,Anime,Minimalist,1990's,Fantasy,Singleplayer,Linear,Indie"
Assault On Proxima Playtest,"Feb 18, 2023",0 - 0,0,0,0.0,0,0,[],True,False,False,0,0,0,0,0,0,0,,,,,
Blue Funk,"Nov 17, 2022",0 - 0,0,0,0.0,0,0,['English'],True,False,False,0,0,0,0,0,0,0,BLUEFUNK.Gmaing,BLUEFUNK.Gmaing,Single-player,"Casual,Free To Play,Strategy",
Peculiar Tales of Mid-Lake Pavilion,"Dec 31, 2021",0 - 20000,0,0,1.99,0,1,"['Japanese', 'Simplified Chinese', 'Traditional Chinese', 'English']",True,True,True,0,0,168,19,6,157,0,致意,致意,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Casual,Indie","Casual,Adventure,Interactive Fiction,Visual Novel,Puzzle,2D Platformer,2D,Anime,Cartoon,Cartoony,Text-Based,Comic Book,Drama,Gothic,Retro,Psychological Horror,Lore-Rich,Supernatural,Romance,Modern"
Nonsensical Video Generator,"Jul 23, 2023",20000 - 50000,5,0,0.99,50,1,"['English', 'German', 'Russian', 'French', 'Slovak']",True,False,False,0,0,240,3,8,263,83,Bobby I Guess,Bobby I Guess,"Steam Achievements,Steam Workshop,Steam Cloud",Video Production,"Video Production,Funny,Moddable,Software,Pixel Graphics"
执行人 Executor,"Nov 6, 2018",0 - 20000,0,0,1.99,0,0,['Simplified Chinese'],True,False,False,0,0,13,2,0,0,0,GuGong,GuGong,"Single-player,Family Sharing",Indie,Indie
Sword and Fairy 3,"Apr 14, 2021",100000 - 200000,58,0,5.19,0,1,"['Simplified Chinese', 'Traditional Chinese']",True,False,False,0,0,1518,290,0,1793,934,SOFTSTAR TECHNOLOGY(SHANGHAI),SOFTSTAR ENTERTAINMENT,"Single-player,Steam Workshop,Steam Cloud,Family Sharing",RPG,"RPG,Story Rich,Multiple Endings,Singleplayer,3D,Fantasy,Mythology,Magic,Martial Arts,Drama,Retro,Cartoon,Cute,Colorful,Romance,Party-Based RPG,Comic Book,3D Platformer,Nostalgia,Turn-Based"
Microcivilization Playtest,"Oct 13, 2023",0 - 0,0,0,0.0,0,0,[],True,False,False,0,0,0,0,0,0,0,,,,,
Wyrd Waters Playtest,"Dec 13, 2024",0 - 0,0,0,0.0,0,0,[],True,False,False,0,0,0,0,0,0,0,,,,,
Paw Patrol: On A Roll!,"Oct 23, 2018",20000 - 50000,11,0,10.49,65,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Polish', 'Portuguese - Brazil']",True,False,False,0,0,353,66,14,327,803,Torus Games,Outright Games Ltd.,"Single-player,Partial Controller Support,Family Sharing",Adventure,"Family Friendly,Platformer,Adventure,Casual,Action,Dog,Wholesome,Cute,Cartoon,Colorful,Singleplayer,Action-Adventure,Cartoony,Co-op,Local Co-Op,3D Platformer,Third-Person Shooter,Realistic,Simulation,MMORPG"
DELAY SIMULATOR / ゲーミングハード技能検定,"May 13, 2022",0 - 20000,0,0,29.99,0,0,['Japanese'],True,False,False,0,0,1,0,14,0,0,TRIANGLE SERVICE,TRIANGLE SERVICE,"Single-player,Steam Achievements,Steam Cloud,Family Sharing","Action,Indie","Action,Software,Arcade,Shooter,Utilities,Shoot 'Em Up,Bullet Hell,2D,3D,Indie,Programming,Controller,Score Attack,Singleplayer"
Chorus of Carcosa,"Mar 20, 2025",0 - 20000,2,0,5.99,45,1,"['English', 'Russian', 'Portuguese - Brazil', 'Simplified Chinese']",True,False,False,0,0,106,19,30,139,0,Chameleon 42,Chameleon 42,"Single-player,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Adventure,Indie,Simulation","Psychological Horror,Walking Simulator,Atmospheric,Horror,Dark,Exploration,3D,Simulation,Indie,Surreal,Gore,Adventure,Story Rich,First-Person,Realistic,Singleplayer,Violent,Survival Horror,Puzzle,Action"
Fap&Click,"Dec 3, 2024",0 - 20000,0,0,0.0,0,0,['English'],True,False,False,0,0,0,0,1,0,0,Forbros Games,Forbros Games,"Single-player,In-App Purchases","Casual,Free To Play",
DWARF MINER,"Mar 17, 2025",0 - 20000,0,0,0.59,80,0,"['English', 'Polish']",True,True,True,0,0,11,2,21,0,0,Mikołaj Kokott,Mikołaj Kokott,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Family Sharing","Action,Adventure,Indie,RPG","Action,Adventure,Action-Adventure,Arcade,2D Platformer,2D,Retro,Singleplayer,RPG,Indie,Mining,Dwarf"
Mining Odyssey,"Sep 13, 2022",0 - 20000,0,0,4.99,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain']",True,False,False,0,0,1,0,0,0,0,Scarlet Whale,Scarlet Whale,"Single-player,Family Sharing","Action,Indie","Action,Platformer,Exploration,Time Management,Score Attack,Mining,3D Platformer,First-Person,Colorful,Fantasy,Indie,Minimalist,Tutorial,Singleplayer,3D"
Knight Throde,"Mar 9, 2021",20000 - 50000,0,0,0.99,0,0,"['English', 'Simplified Chinese', 'Japanese', 'Russian', 'Traditional Chinese']",True,False,False,0,0,7,1,0,0,0,LIU Daohuan,LIU Daohuan,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Family Sharing","Adventure,Casual,Indie,RPG","Casual,Adventure,Platformer,2D Platformer,Rogue-like,2D,Shoot 'Em Up,Hand-drawn,Exploration,Combat,Singleplayer,RPG,Indie,Relaxing,Funny,Linear,Local Co-Op,Colorful"
Zombie Trigger,"Aug 24, 2016",0 - 20000,0,0,2.99,0,0,"['Simplified Chinese', 'English']",True,False,False,0,0,3,6,0,0,0,Xuebao Games,Xuebao Games,"Single-player,Tracked Controller Support,VR Only,Family Sharing","Adventure,Casual,Early Access","Casual,Adventure,Early Access,VR"
FreeCell Quest,"Oct 19, 2015",50000 - 100000,1,0,3.19,68,0,"['English', 'German', 'Japanese', 'Russian']",True,True,True,0,0,352,143,36,276,1035,Legend Studio,Legend Studio,"Single-player,Steam Achievements,Steam Trading Cards,Family Sharing","Casual,Indie,RPG,Strategy","Solitaire,Card Battler,Casual,Exploration,Open World,Difficult,Turn-Based,Card Game,Tabletop,Board Game,RPG,Strategy,2D,Cute,Action,Puzzle,Colorful,Fantasy,Singleplayer,Crafting"
Masked Forces 2: Mystic Demons,"Sep 14, 2017",20000 - 50000,0,0,4.99,0,1,['English'],True,False,False,0,0,57,20,35,0,5,FreezeNova,FreezeNova,"Single-player,Steam Achievements,Steam Workshop,Partial Controller Support,Stats,Steam Leaderboards,Includes level editor,Family Sharing","Action,Indie","Action,Indie,Survival,Singleplayer,Demons,Blood,First-Person,Horror,FPS,Shooter,Fantasy,Nonlinear,Sniper,Level Editor,Rogue-like,Action-Adventure,3D,Shoot 'Em Up,Gore,Action Roguelike"
100 Singapore Cats,"Sep 28, 2025",0 - 0,0,0,1.49,0,2,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Portuguese - Brazil', 'Hungarian', 'Vietnamese', 'Greek', 'Danish', 'Indonesian', 'Spanish - Latin America', 'Traditional Chinese', 'Simplified Chinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese', 'Azerbaijani', 'Albanian', 'Amharic', 'Armenian', 'Assamese', 'Afrikaans', 'Basque', 'Belarusian', 'Bangla', 'Bosnian', 'Valencian', 'Welsh', 'Wolof', 'Galician', 'Georgian', 'Gujarati', 'Dari', 'Zulu', 'Hebrew', 'Igbo', 'Irish', 'Icelandic', 'Yoruba', 'Kazakh', 'Kannada', 'Catalan', 'Quechua', 'Kinyarwanda', K'iche', 'Konkani', 'Xhosa', 'Khmer', 'Kyrgyz', 'Latvian', 'Lithuanian', 'Luxembourgish', 'Macedonian', 'Malay', 'Malayalam', 'Maltese', 'Maori', 'Marathi', 'Mongolian', 'Nepali', 'Odia', 'Punjabi (Gurmukhi)', 'Punjabi (Shahmukhi)', 'Persian', 'Serbian', 'Sotho', 'Sinhala', 'Sindhi', 'Slovak', 'Slovenian', 'Sorani', 'Swahili', 'Tajik', 'Tamil', 'Tatar', 'Telugu', 'Tigrinya', 'Tswana', 'Turkmen', 'Uzbek', 'Uyghur', 'Urdu', 'Filipino', 'Hausa', 'Hindi', 'Croatian', 'Cherokee', 'Scots', 'Estonian']",True,False,False,0,0,0,0,100,0,0,"100 Cozy Games,Cats",100 Cozy Games,"Single-player,Steam Achievements,Family Sharing","Casual,Indie,Free To Play",
Stab Club,"Dec 23, 2025",0 - 20000,0,0,2.54,15,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Simplified Chinese', 'Japanese', 'Korean', 'Portuguese - Portugal', 'Russian', 'Turkish']",True,False,False,0,0,0,0,0,0,0,Monokrom Interactive,Monokrom Interactive,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Camera Comfort,Custom Volume Controls,Mouse Only Option,Playable without Timed Input,Stereo Sound,Steam Cloud,Family Sharing",Casual,
Island Berry,"Oct 14, 2022",0 - 20000,0,0,2.49,50,0,['English'],True,False,False,0,0,8,6,22,0,0,Boolean,Boolean,"Single-player,Steam Achievements,Family Sharing","Action,Adventure,Indie,RPG,Simulation,Strategy","Immersive Sim,Sandbox,Survival,Nature,Building,Fishing,Agriculture,Crafting,Life Sim,Farming Sim,Character Customization,RPG,2D,Cute,Open World,Simulation,Pixel Graphics,Adventure,Cats,Comedy"
Memory Eater,"Sep 7, 2019",0 - 20000,0,0,1.99,0,0,['English'],True,False,False,0,0,1,3,0,0,0,NemoSoda,NemoSoda,"Single-player,Family Sharing","Adventure,Indie","Indie,Adventure,Horror,Platformer,Psychedelic,Hand-drawn,Atmospheric"
Hexa Puzzle Saga,"Aug 24, 2023",20000 - 50000,0,0,0.59,0,0,['English'],True,False,False,0,0,7,1,0,0,0,Final Boss Editing's Games,Final Boss Editing's Games,"Single-player,Family Sharing","Casual,Indie,Strategy","Strategy,Casual,Board Game,City Builder,Puzzle,Rogue-like,Rogue-lite,Top-Down,Family Friendly,Fantasy,Hex Grid,Indie,Procedural Generation,PvP,Multiplayer,Singleplayer"
Car Parking Adventure,"Jan 31, 2025",0 - 20000,0,0,0.49,51,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Czech', 'Danish', 'Greek', 'Hungarian', 'Indonesian', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Thai', 'Traditional Chinese', 'Turkish']",True,True,True,0,0,0,0,0,0,0,Aleksa Racovic,Aleksa Racovic,"Single-player,Family Sharing","Adventure,Casual,Indie,Racing,Simulation","Racing,Simulation,Automobile Sim,Exploration,Cartoony,Colorful,Driving,Offroad,Controller,Linear,Adventure,2D,Arcade,Cartoon,Cute,Family Friendly,Indie,Fast-Paced,Minigames,Casual"
Gizmos: Steampunk Nonograms,"Jan 17, 2020",0 - 20000,2,0,2.59,48,1,"['English', 'Italian', 'Spanish - Spain', 'French', 'German', 'Portuguese - Brazil', 'Dutch', 'Russian']",True,False,False,0,0,41,4,14,0,0,Oleg Sereda,Oleg Sereda,"Single-player,Steam Achievements,Custom Volume Controls,Adjustable Difficulty,Mouse Only Option,Playable without Timed Input,Save Anytime,Steam Cloud,Steam Leaderboards,Family Sharing","Casual,Indie,Strategy","Casual,Strategy,Indie,Puzzle,Logic,2D,Beautiful,Atmospheric,Family Friendly,Relaxing,Steampunk,Singleplayer,Great Soundtrack,Difficult,Education,Cute,Colorful,Alternate History,Aliens,Space"
Gun Blaze,"Oct 15, 2019",0 - 20000,0,0,5.99,0,0,"['English', 'Russian']",True,False,False,0,0,12,4,0,0,0,Cybertime System,Cybertime System,"Multi-player,PvP,Online PvP,Family Sharing","Action,Indie,Early Access","Action,Early Access,Indie"
Spamware,"Apr 1, 2025",0 - 20000,0,0,2.39,40,0,['English'],True,True,True,0,0,3,3,4,0,0,Artificial Entertainment,Artificial Entertainment,"Single-player,Steam Achievements,Family Sharing","Indie,Simulation","Retro,First-Person,Choices Matter,Dark,Point & Click,Puzzle,Surreal,Horror,Simulation,Psychological Horror,Atmospheric,Mystery,Old School,Satire,Text-Based,Indie,Walking Simulator,Singleplayer,Experimental,Typing"
Zack 2: Celestine's Map,"Mar 11, 2021",0 - 20000,0,0,0.49,90,0,['English'],True,False,False,0,0,2,5,0,0,0,SmartOliveGames Ltd,HandMade Games,"Single-player,Family Sharing","Action,Adventure,Indie,RPG","Action,Adventure,RPG,Indie,Violent,Open World,Hack and Slash,Souls-like,Third Person,Story Rich,Magic,Military,Medieval,Dark Fantasy,Swordplay,Crafting,Choices Matter,Singleplayer,Action RPG,Combat"
Chicken Up,"Nov 2, 2025",0 - 20000,0,0,4.19,30,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Spanish - Latin America', 'Portuguese - Brazil', 'Russian', 'Turkish']",True,False,False,0,0,0,0,5,0,0,Moonclaw Games,Moonclaw Games,"Single-player,Steam Achievements,Full controller support,Stats,Family Sharing","Action,Adventure",
Function World Gym,"Jun 23, 2020",0 - 20000,0,0,0.0,0,0,['English'],True,False,False,0,0,5,1,0,0,0,Immersive Innovations,Immersive Innovations,"Single-player,Tracked Controller Support,VR Only,Stats,Steam Leaderboards","Casual,Indie,Simulation,Sports,Early Access","Sports,e-sports,VR,Casual,Competitive,Arcade,Early Access,Minimalist,Indie,3D,Family Friendly,Relaxing,6DOF,Singleplayer,Experience,Time Attack,Choose Your Own Adventure,Immersive Sim,Time Management,Colorful"
The First Tree,"Sep 14, 2017",200000 - 500000,2,0,0.99,0,0,"['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Italian', 'Korean', 'Portuguese - Brazil']",True,True,True,0,0,4202,1375,14,4648,141,David Wehle,David Wehle,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Commentary available,Remote Play on TV,Family Sharing","Adventure,Indie","Atmospheric,Adventure,Walking Simulator,Indie,Exploration,Singleplayer,Relaxing,Story Rich,Open World,Colorful,Great Soundtrack,Narration,Short,Nature,Casual,Third Person,Fox,Drama,Mystery,Fantasy"
Jigsaw Pieces - Romance,"Feb 17, 2021",0 - 20000,1,0,0.0,0,0,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil', 'Simplified Chinese', 'Korean', 'Dutch', 'Polish', 'Russian']",True,False,False,0,0,25,2,0,0,0,Graphium Studio,Denda Games,"Single-player,Captions available,Stats","Casual,Free To Play,Indie","Free to Play,Clicker,Puzzle,Point & Click,Tabletop,Board Game,Strategy,2D,Cute,Top-Down,Relaxing,Romance,Colorful,Realistic,Family Friendly,Logic,Management,Nature,Adventure,Singleplayer"
Melo's cat cafe,"Jul 2, 2024",0 - 20000,2,0,3.99,0,1,"['English', 'Japanese']",True,False,False,0,0,5,0,2,0,0,Melo,Melo,"Single-player,Steam Achievements,Family Sharing","Casual,Indie,Simulation","Casual,Simulation,Idler,3D,Cute,Singleplayer,Indie"
808s&Genetics,"Aug 31, 2023",0 - 20000,0,0,1.99,0,0,"['English', 'Simplified Chinese']",True,False,False,0,0,67,1,3,0,0,Magnesiumteng Machine,Magnesiumteng Machine,"Single-player,Steam Achievements,Family Sharing","Casual,Indie","Casual,Education,Puzzle,Solitaire,Detective,Logic,Procedural Generation,Board Game,Indie,Strategy,Singleplayer"
Defenders of Tetsoidea,"Oct 30, 2017",0 - 20000,0,0,0.79,20,0,['English'],True,False,False,0,0,2,3,0,0,0,Brewsterland Studios,Brewsterland Studios,"Single-player,Captions available,Partial Controller Support,Family Sharing","Action,Adventure,Indie,RPG","RPG,Indie,Action,Adventure,RPGMaker,JRPG,Turn-Based Combat,Party-Based RPG,Dark Fantasy,Female Protagonist,Singleplayer,Funny,Cyberpunk,Anime,Fantasy,Horror,Action RPG"
Tony Stewart's All-American Racing,"Sep 4, 2020",0 - 20000,7,0,3.99,0,5,['English'],True,False,False,0,0,169,29,39,204,263,"Monster Games, Inc.","Monster Games, Inc.","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing","Racing,Simulation,Sports","Racing,Driving,Offroad,Physics,Simulation,Sports,Singleplayer,Character Customization,3D,First-Person,Split Screen,Third Person,Multiplayer,Local Multiplayer,America,Automobile Sim"
Absolute Rummy for Windows 11,"May 7, 2023",0 - 20000,0,0,10.39,0,0,"['English', 'German']",True,False,False,0,0,0,1,0,0,0,magnussoft,magnussoft,"Single-player,Multi-player,PvP,Online PvP,Steam Cloud,Family Sharing",Casual,"Card Game,Casual,Tabletop,Singleplayer,Multiplayer,Family Friendly,Relaxing,PvP,2D,Realistic"
Alan Wake's American Nightmare,"May 22, 2012",1000000 - 2000000,21,0,0.89,90,0,"['English', 'German', 'French', 'Italian', 'Spanish - Spain', 'Japanese', 'Czech', 'Hungarian', 'Polish', 'Russian']",True,False,False,73,0,6527,2433,12,7486,176,Remedy Entertainment,Remedy Entertainment,"Single-player,Full controller support,Remote Play on TV,Family Sharing","Action,Adventure","Action,Adventure,Horror,Third Person,Singleplayer,Third-Person Shooter,Thriller,Psychological Horror,Mystery,Atmospheric,Arcade,Shooter,Cinematic,Survival Horror,Detective,Story Rich,Supernatural,Survival,Short,Controller"
